OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU268	Bacteria						
OTU269	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	
OTU270	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens	
OTU271	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	fulvus
OTU272	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales			
OTU273	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU274	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU275	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU276	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade	
OTU277	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	aerilata
OTU278	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU279	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade		
OTU280	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae		
OTU281	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
OTU282	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales			
OTU283	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU284	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17		
OTU285	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
OTU286	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU287	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
OTU288	Bacteria	Planctomycetes	OM190				
OTU289	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rubrivivax	
OTU290	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU291	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU292	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU293	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	
OTU294	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade			
OTU295	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU296	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae		
OTU297	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU298	Bacteria	Bacteroidetes	Bacteroidia				
OTU299	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus	
OTU300	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	
OTU301	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	
OTU302	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	
OTU303	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae		
OTU304	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU305	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum	
OTU306	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonaceae	Crenothrix	
OTU307	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade	
OTU308	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	
OTU309	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	
OTU310	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_III		
OTU311	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU312	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU313	Bacteria	Latescibacteria					
OTU314	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU315	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family		
OTU316	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
OTU317	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU318	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU319	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU320	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Megaira	
OTU321	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU322	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group	
OTU323	Bacteria	Actinobacteria	Actinobacteria				
OTU324	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
OTU325	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Methylophilaceae	Candidatus_Methylopumilus	
OTU326	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group		
OTU327	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales			
OTU328	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
OTU329	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
OTU330	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU331	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade	
OTU332	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	
OTU333	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	
OTU334	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae		
OTU335	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU336	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter	
OTU337	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales			
OTU338	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NS11-12_marine_group		
OTU339	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	
OTU340	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU341	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU342	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22			
OTU343	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae		
OTU344	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	
OTU345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group		
OTU346	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	koreensis
OTU347	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae		
OTU348	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	
OTU349	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	IS-44	
OTU350	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	
OTU351	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU352	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU353	Bacteria	Proteobacteria	Gammaproteobacteria	JG36-TzT-191			
OTU354	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU355	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix	
OTU356	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae		
OTU357	Bacteria	Planctomycetes	OM190				
OTU358	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	
OTU359	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter	
OTU360	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU361	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade			
OTU362	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade			
OTU363	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes_VC2.1_Bac22			
OTU364	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU365	Bacteria	Proteobacteria					
OTU366	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	
OTU367	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU368	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	
OTU369	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae		
OTU370	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia/Shigella	
OTU371	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU372	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae		
OTU373	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU374	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	bacterium
OTU375	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU376	Bacteria	Marinimicrobia_(SAR406_clade)					
OTU377	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	gandavensis
OTU378	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae		
OTU379	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade			
OTU380	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
OTU381	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	acidiphobus
OTU382	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU383	Bacteria						
OTU384	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	
OTU385	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU386	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	gangjinensis
OTU387	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Owenweeksia	
OTU388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae		
OTU389	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
OTU390	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Microcystaceae	Synechocystis_PCC-6803	
OTU391	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU392	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Candidatus_Thiobios	
OTU393	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
OTU394	Bacteria	Proteobacteria	Alphaproteobacteria	NRL2			
OTU395	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	
OTU396	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
OTU397	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia	
OTU398	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	
OTU399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU400	Bacteria	Tenericutes	Mollicutes	Izimaplasmatales			
OTU401	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU402	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	
OTU403	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales			
OTU404	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
OTU405	Bacteria	Planctomycetes	OM190				
OTU406	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
OTU407	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group				
OTU408	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU409	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade			
OTU410	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Noviherbaspirillum	
OTU411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
OTU412	Bacteria	Actinobacteria	Actinobacteria				
OTU413	Bacteria	Firmicutes	Clostridia	DTU014			
OTU414	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU415	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU416	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae		
OTU417	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU418	Bacteria	Proteobacteria	Deltaproteobacteria				
OTU419	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	
OTU420	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Pelagicoccus	
OTU421	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	
OTU422	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	
OTU423	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae		
OTU424	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum	
OTU425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU426	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
OTU427	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU428	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus	
OTU429	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Comamonas	
OTU430	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
OTU431	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU432	Bacteria	Planctomycetes	OM190				
OTU433	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU434	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU435	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	
OTU436	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	
OTU437	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae		
OTU438	Bacteria	Proteobacteria	Deltaproteobacteria	PB19			
OTU439	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	
OTU440	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
OTU441	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales			
OTU442	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	
OTU443	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum	
OTU444	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	
OTU445	Bacteria	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae		
OTU446	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU447	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU448	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU450	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU451	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	SCGC_AAA164-E04	
OTU452	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
OTU453	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae		
OTU454	Bacteria	Planctomycetes	OM190				
OTU455	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae		
OTU456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter	
OTU457	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
OTU458	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales			
OTU459	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU460	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Massilia	
OTU461	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU462	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS3a_marine_group	
OTU463	Bacteria	Actinobacteria	Actinobacteria				
OTU464	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	
OTU465	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Aliivibrio	
OTU466	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Sedimentibacter	
OTU467	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	illinoisensis
OTU468	Bacteria	Bacteroidetes	Ignavibacteria	OPB56			
OTU469	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae		
OTU470	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group		
OTU471	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	
OTU472	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae		
OTU473	Bacteria	Proteobacteria					
OTU474	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU475	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group	
OTU476	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007		
OTU477	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU478	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade		
OTU479	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales			
OTU480	Bacteria	PAUC34f					
OTU481	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	
OTU482	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales			
OTU483	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group		
OTU484	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116_clade	Candidatus_Puniceispirillum	
OTU485	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Sva1033		
OTU486	Bacteria	Bacteroidetes	Bacteroidia				
OTU487	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade			
OTU488	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus_Planktophila	
OTU489	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade			
OTU490	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	
OTU491	Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Lenti-02		
OTU492	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI_clade	
OTU493	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group	
OTU494	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU495	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae		
OTU496	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU497	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae		
OTU498	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
OTU499	Bacteria	Proteobacteria	Alphaproteobacteria				
OTU500	Bacteria	Proteobacteria	Deltaproteobacteria	PB19			
OTU501	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Limnohabitans	
OTU502	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29_marine_group	
OTU503	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade			
OTU504	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	
OTU505	Bacteria						
OTU506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae		
OTU507	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Gallionellaceae		
OTU508	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	
OTU509	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus_Aquiluna	
OTU510	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
OTU511	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU512	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU513	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	MWH-UniP1_aquatic_group	
OTU514	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
OTU515	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
OTU516	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	ulvae
OTU517	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter	
OTU518	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	sulfuriphila
OTU519	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae		
OTU520	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
OTU521	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II		
OTU522	Bacteria	Firmicutes	Clostridia	DTU014			
OTU523	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169_marine_group		
OTU524	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae		
OTU525	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Thalassobaculaceae	Thalassobaculum	
OTU526	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU527	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44	
OTU528	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU529	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU530	Bacteria	Bacteroidetes	Ignavibacteria	OPB56			
OTU531	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	
OTU532	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae		
OTU533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU534	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group		
OTU535	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_7	
OTU536	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group	
